squareMeters,floors,hasYard,hasPool,cityPartRange_10
19739,84,0,0,0
37425,97,0,1,0
2314,90,1,1,0
39342,84,1,1,0
58706,38,1,1,0
83920,17,0,0,1
62718,56,0,0,0
18041,99,1,0,0
86680,4,0,1,0
39517,85,0,0,0
56711,1,0,1,0
20572,13,1,0,0
40639,42,1,1,0
66434,16,0,0,0
64584,31,0,1,1
19793,4,0,0,0
18795,70,1,1,0
92759,83,0,1,0
18564,27,0,1,0
52956,40,1,0,0
42010,90,0,1,1
81974,78,1,0,1
30631,60,0,1,0
90360,4,1,0,0
56477,88,1,0,0
3802,98,0,0,0
88997,84,1,0,0
14984,71,1,1,0
11987,53,1,0,0
19341,21,1,1,0
45301,44,1,0,0
28303,29,0,0,0
54060,46,1,1,0
11084,79,0,1,0
17085,94,1,1,1
5540,61,1,0,0
2995,10,0,1,0
51391,73,0,1,0
23494,61,1,1,0
66784,3,0,0,0
24104,28,1,0,0
64918,10,0,1,0
29619,53,0,0,0
46585,91,0,0,0
13984,54,0,1,0
62054,72,0,1,0
14667,76,1,1,0
60454,50,1,0,0
13388,69,1,1,0
41042,44,1,1,0
48092,54,1,1,0
90265,4,0,0,0
71362,16,1,1,0
16979,84,1,0,0
2017,78,1,0,0
90404,9,1,1,0
13760,32,1,0,0
65309,27,0,0,0
39302,67,0,0,0
14185,94,1,0,0
12113,22,1,0,0
31952,60,1,0,0
17553,30,0,0,0
72350,70,0,1,0
74166,16,1,1,0
15167,83,0,1,0
82408,95,0,1,0
49956,61,0,1,1
29888,66,1,0,0
63825,82,0,0,0
62318,29,1,0,0
24118,93,0,0,0
19729,81,0,0,0
22907,1,0,1,0
41168,11,0,1,0
67629,38,0,0,0
32597,64,1,0,0
61694,4,0,1,0
27665,24,1,1,0
18932,51,0,0,1
93180,3,1,1,0
34982,66,1,0,0
78173,68,0,0,0
83641,22,0,0,0
79169,39,0,0,0
2725,50,1,0,0
61208,39,1,0,0
74780,3,0,0,0
6948,18,0,1,1
72636,56,1,1,0
95121,3,0,1,0
21832,26,0,1,0
7364,77,1,1,0
72815,37,0,1,0
6506,35,1,0,1
26193,7,0,0,1
792,68,0,1,0
39572,15,0,1,0
87585,66,0,1,0
15320,25,1,1,0
90523,6,1,1,0
2930,52,1,0,0
49842,4,1,0,0
12508,53,1,0,0
31317,25,1,1,0
50066,67,0,1,0
47654,97,1,1,0
72147,13,1,0,0
17618,36,1,1,0
61335,13,0,1,0
87146,90,1,0,0
12583,79,1,1,0
57662,30,1,0,0
75461,77,1,1,0
7863,9,0,0,0
49942,57,1,0,1
80998,34,0,1,0
64013,59,0,0,0
30502,77,1,1,0
57128,40,1,1,0
28183,52,0,0,0
31419,6,1,0,0
37506,94,0,0,0
18693,99,1,0,1
74729,59,1,1,0
60514,35,1,1,0
6009,59,1,1,0
58801,100,1,1,0
12463,51,0,0,0
921,89,0,1,1
56126,92,0,0,0
29114,12,1,1,0
63237,49,1,0,0
36683,87,0,0,0
57160,27,1,0,0
45857,46,0,0,0
60366,26,0,1,0
17874,44,1,0,0
88501,54,0,0,0
18202,75,1,0,1
94186,61,0,0,0
67724,32,1,1,0
43658,74,1,0,0
47833,82,1,0,1
63839,2,1,1,0
39171,18,1,1,0
77604,80,0,0,0
81602,46,1,1,0
54631,43,1,1,0
97365,74,0,0,0
50384,23,0,1,0
18244,24,1,0,0
96184,1,0,0,0
50550,49,0,1,0
61798,54,0,0,0
87718,2,1,1,0
87190,14,1,0,0
28561,11,0,1,1
59850,18,1,0,0
98780,53,1,1,0
65653,86,1,0,0
81336,53,1,0,1
15859,8,0,1,0
87780,33,1,1,0
48319,54,0,1,0
96906,35,0,1,0
55049,30,1,0,0
23281,52,1,1,0
52370,68,1,1,0
78280,42,0,0,1
18237,74,1,0,0
10978,79,1,1,0
23220,79,1,1,0
43571,71,1,0,0
17225,16,0,0,0
31706,86,0,1,0
25850,7,1,0,0
82511,23,0,1,0
14611,48,0,1,0
67226,73,1,0,0
9920,16,0,1,0
33002,10,1,1,0
38513,8,1,0,0
82651,29,1,1,0
58914,73,1,1,0
82016,93,0,0,0
26872,24,1,0,0
84308,52,0,0,0
80863,31,0,0,0
70794,25,0,1,0
4114,14,1,0,0
30831,13,0,0,0
47312,52,0,0,0
86375,68,1,0,0
93499,41,1,1,0
88100,70,0,0,0
61562,87,1,0,0
88822,35,0,0,0
61347,19,0,1,0
39032,28,0,1,1
46709,86,0,0,0
23623,21,1,0,0
33601,70,1,0,0
69440,80,1,0,0
24140,13,0,0,0
84039,82,1,0,0
97952,20,1,1,1
73309,41,1,1,0
89885,40,0,0,0
41225,84,0,1,0
80002,76,1,0,0
56595,2,1,1,0
60815,97,0,0,0
54318,52,1,1,0
46701,59,0,0,0
40266,14,0,1,0
68006,80,0,1,0
99107,65,0,1,0
23321,37,1,0,0
17934,72,0,1,0
41313,96,0,1,1
92837,8,1,0,0
63613,76,0,1,0
31854,54,1,0,0
85637,19,0,0,0
71370,16,0,1,0
5706,38,0,0,0
18086,28,1,0,0
52861,84,0,1,0
1138,18,1,0,0
50582,6,0,0,0
17256,59,0,0,1
5485,13,1,0,0
52517,85,0,1,1
95238,54,1,0,0
94388,81,1,0,0
1423,30,0,1,0
34703,68,0,0,0
74591,20,1,1,0
55327,59,1,0,0
45305,52,0,0,0
40212,51,1,1,0
61104,51,1,1,0
58314,13,0,1,0
79229,89,0,0,0
13594,73,0,0,0
1878,48,0,1,0
53001,64,1,0,0
91841,14,0,0,0
94363,23,0,1,0
50956,25,0,0,0
35586,80,0,1,0
15290,97,0,0,0
98426,74,0,1,0
44120,66,0,1,0
715,23,0,0,0
30385,75,1,1,0
22606,80,0,1,0
95649,8,0,1,0
2355,95,0,0,0
52646,30,1,0,0
56557,79,0,1,0
86046,12,1,1,0
42934,2,1,0,0
21973,31,0,0,0
19727,82,1,1,0
43906,73,0,1,1
52348,79,0,1,0
45125,51,1,1,0
39077,33,0,0,1
89775,9,1,1,0
31088,40,0,1,0
1189,12,1,0,0
54563,56,1,0,0
73741,36,0,1,0
55518,70,0,1,0
8138,39,0,0,0
53753,37,1,1,0
78765,51,1,0,0
4014,22,1,0,0
67327,87,0,0,0
48673,58,1,1,0
64430,44,1,1,0
97472,54,1,1,0
26792,32,1,1,0
31906,73,0,1,0
25704,33,1,0,0
2676,32,1,1,0
93176,50,0,1,1
22585,12,0,1,0
87887,92,1,1,0
52963,98,1,0,0
59234,91,1,1,0
63354,26,1,0,0
77304,90,1,1,0
41732,63,0,0,0
13287,76,1,0,0
61856,97,1,0,0
54748,21,0,1,0
42770,42,0,1,0
29600,78,1,0,0
68115,20,0,0,0
3939,70,1,1,0
68224,14,1,0,0
6362,95,1,0,0
52894,2,1,0,0
61001,15,1,0,0
91436,81,1,0,0
4798,20,0,0,0
13192,77,0,1,0
72741,49,0,1,0
89520,6,0,0,0
74709,61,1,0,0
83033,75,1,0,0
49310,80,1,0,0
94081,75,0,1,0
42192,32,1,0,0
10601,7,0,1,0
33936,93,1,1,0
712,19,1,1,0
8872,79,0,0,0
84540,64,0,0,0
55022,43,1,0,0
89022,44,1,0,0
16037,19,0,0,0
56145,37,1,1,0
50293,99,1,0,0
24523,21,1,0,0
56191,78,0,1,0
29543,92,0,1,0
69180,50,0,0,0
70383,87,0,1,0
429,18,0,1,0
15415,84,0,1,0
76971,82,0,1,0
23737,11,1,1,0
95894,6,1,1,1
91123,47,0,0,0
23776,4,0,1,0
89887,91,0,0,0
94799,24,1,0,0
29004,24,0,1,0
36387,17,1,1,0
97406,72,1,1,1
53749,63,0,1,0
66057,48,0,1,1
90797,35,0,0,0
52458,82,0,1,0
24081,62,1,1,0
12604,86,1,0,0
82680,27,1,1,0
78367,89,1,1,0
41188,62,1,0,0
93608,35,0,0,0
62785,40,1,0,0
13904,45,1,0,1
89136,84,0,0,0
87915,100,1,1,0
141,58,0,1,0
74769,30,1,1,0
73140,69,1,1,0
66759,93,0,0,0
20282,43,0,0,0
15299,95,1,0,0
86898,54,1,1,0
25066,85,1,0,0
96513,53,1,0,1
93003,17,0,1,0
78217,73,0,0,0
59498,24,0,0,0
85645,1,1,0,0
14520,2,1,0,0
15734,24,1,0,0
65711,63,1,1,0
98644,33,0,0,0
67923,95,0,0,1
89991,36,0,0,0
84612,50,0,1,0
51744,7,0,1,0
7939,56,1,1,0
76297,69,1,1,0
56093,11,1,1,0
14621,41,0,0,0
18229,84,0,1,0
12881,68,1,0,1
74986,94,1,1,0
44528,11,1,0,0
68572,87,1,1,0
64260,29,0,0,0
44838,77,1,0,0
85795,59,0,0,0
99412,2,1,0,0
49856,25,1,1,0
77913,82,0,0,0
46463,79,1,0,0
42003,55,1,0,0
47264,50,1,1,0
36295,3,0,1,0
63092,84,1,1,0
51242,60,1,1,0
83630,34,0,0,0
38443,97,1,0,0
61788,39,0,0,0
92846,45,0,1,0
45989,74,1,1,0
93703,59,1,0,0
67229,18,0,0,0
79109,36,1,0,0
40906,29,0,1,0
82310,21,1,0,0
96666,9,0,1,0
88658,7,0,1,1
2143,59,0,0,0
77296,11,1,0,0
45860,26,1,1,0
14050,66,0,1,0
1386,4,0,1,1
813,15,0,1,0
70137,85,0,0,0
46226,81,1,1,0
3584,44,0,1,0
22034,76,0,0,1
52685,75,0,0,0
22615,30,1,1,0
94172,35,1,1,0
99323,28,0,1,0
41502,63,0,0,1
70055,31,1,0,0
95409,78,0,0,0
39222,25,1,0,0
91560,34,1,0,0
55620,90,1,1,0
99740,23,1,1,0
99134,32,1,1,0
90170,23,0,1,0
14224,45,1,1,0
75402,21,1,0,1
77216,57,0,0,0
79583,26,1,1,0
92196,84,0,1,0
16257,11,0,0,0
91596,45,1,1,0
9776,74,0,1,0
49382,81,0,0,0
95288,80,1,1,0
96433,47,1,1,0
74263,79,0,0,0
61942,90,0,1,0
25251,96,0,0,0
34608,52,1,0,0
83117,1,1,0,0
31810,20,0,0,0
30204,4,0,0,0
5017,49,0,0,0
46953,41,1,0,0
43890,58,0,0,0
9147,89,1,0,0
73365,2,0,1,0
1668,20,0,0,0
95630,90,1,1,0
76435,16,1,1,0
60035,77,1,0,0
3160,92,1,0,0
57841,40,1,0,0
82292,99,1,1,0
56546,75,0,1,0
30463,96,1,0,0
10932,49,0,0,0
24664,43,1,1,0
73889,93,1,1,0
60828,84,0,1,0
53956,97,0,0,1
82950,46,1,1,0
81835,43,0,0,0
51875,14,1,0,0
20166,89,0,0,0
92541,31,0,0,0
90298,94,1,1,0
33764,86,1,1,0
84077,15,1,0,0
64499,67,1,0,0
17250,50,0,1,0
40148,91,0,1,0
69173,36,1,1,0
94839,94,1,0,0
51212,55,0,1,0
42708,66,1,0,1
91804,81,0,0,0
79420,2,1,1,0
16495,6,0,0,0
29250,71,0,1,0
55901,54,0,0,0
80167,31,1,0,1
27690,31,0,0,0
1693,65,1,0,0
14322,66,0,1,0
82918,10,0,0,0
49114,12,1,1,0
43636,11,1,1,0
95160,27,1,0,0
67034,17,1,0,0
62572,28,0,1,0
55624,34,0,1,0
55094,33,1,0,1
94036,19,0,0,1
64717,64,1,0,0
45963,55,0,1,1
18019,17,0,0,0
27769,54,1,1,1
88205,63,1,0,0
84970,19,0,1,0
97985,49,0,1,0
42540,51,1,1,1
41409,9,1,1,0
78289,34,1,1,0
52579,2,1,1,0
32037,15,1,0,0
84465,64,1,0,0
93833,30,1,1,0
20392,84,1,0,1
47554,53,1,1,0
29710,67,1,0,0
21360,60,1,0,0
19702,37,1,0,0
34485,83,1,1,0
872,23,1,1,0
34038,76,1,1,0
25018,40,0,1,1
28193,96,1,0,0
49770,88,1,0,0
56613,92,1,0,0
5914,46,0,0,0
4130,41,1,1,0
10676,97,0,1,0
89115,15,1,0,0
9861,26,0,1,0
61445,98,1,0,0
20860,60,0,0,1
17297,19,1,1,0
33783,7,1,1,0
94972,23,0,1,0
35825,12,1,0,0
261,28,0,1,0
44414,94,0,0,0
91743,40,0,1,0
88887,28,1,1,0
57412,6,1,0,0
87267,81,1,0,0
23519,31,1,0,0
99821,12,0,0,0
3535,16,0,1,0
86688,18,1,0,0
1562,31,1,1,0
2210,51,1,1,0
76178,16,1,1,0
98032,41,1,1,0
69919,49,0,1,0
91992,45,0,1,0
10271,22,0,0,0
85362,19,1,0,0
88108,87,1,1,0
54831,81,1,0,0
48820,31,1,1,1
92725,33,1,1,0
47781,37,0,0,0
35523,84,0,1,0
51679,39,1,1,0
67489,31,0,1,1
40089,42,1,1,0
38535,6,0,0,0
28977,67,1,0,0
53653,1,1,1,0
36268,36,0,1,1
33956,46,0,1,0
20755,74,1,0,0
12010,36,0,1,0
67519,55,0,0,0
1720,83,1,1,0
45739,52,1,0,0
69182,46,1,0,0
14954,70,1,0,0
84016,55,1,0,0
58624,32,0,1,0
69440,76,0,1,0
20395,24,0,1,0
99680,69,1,0,1
6881,15,1,1,0
17015,45,0,0,0
38674,97,1,1,0
10446,56,1,0,0
19745,28,0,0,0
68481,96,1,0,0
21106,33,0,0,0
70488,35,1,0,0
73212,70,1,0,0
67798,87,0,0,0
93703,56,1,0,0
29431,30,1,1,0
39477,59,0,0,0
82525,38,0,1,0
11260,67,0,0,0
1090,40,1,1,0
44247,55,0,0,0
19794,19,1,1,0
77472,68,0,0,0
56625,38,1,0,0
64963,55,1,0,0
94565,95,0,0,0
56514,48,0,0,0
9208,37,0,0,0
527,74,1,1,0
55490,82,1,0,0
33550,76,0,1,0
75211,92,1,0,0
84577,64,0,1,0
5065,89,0,0,1
26539,88,1,0,0
35948,53,0,0,0
85795,22,1,1,1
90633,81,1,1,0
57054,26,1,0,0
32032,97,0,1,0
48452,53,1,0,0
50262,55,0,1,0
87699,73,1,0,0
86800,99,0,0,1
57552,19,1,0,0
2789,21,0,0,0
27521,81,0,0,1
3383,51,0,1,0
10966,10,0,1,0
49942,98,1,0,0
33971,60,1,1,0
78995,49,1,1,0
16625,8,0,0,0
34137,64,1,0,0
4991,44,1,1,0
88598,13,0,0,0
43776,78,0,1,0
18436,6,1,1,0
34071,89,1,0,0
95145,50,1,0,0
23061,40,0,1,0
3166,73,1,1,0
62289,96,0,1,0
59073,38,0,1,0
50710,6,0,0,0
68339,86,0,1,0
99742,51,1,1,0
16205,11,0,0,0
44244,29,1,1,0
23609,68,0,0,0
9372,17,0,0,0
10031,2,1,0,0
27903,65,1,0,0
89434,13,0,0,0
20397,79,0,0,0
37213,95,0,1,0
6551,3,1,1,0
72093,92,0,1,0
99885,5,0,0,0
85768,68,1,0,0
86796,51,1,1,0
81055,90,1,1,0
62414,77,0,0,0
4803,79,0,0,0
4299,61,1,1,0
90179,66,0,0,0
13381,69,0,0,0
29269,10,0,0,0
53449,33,1,1,0
84466,73,1,1,0
53980,47,0,0,1
163,83,0,0,0
88539,86,0,0,0
12983,19,1,1,0
95747,61,0,1,0
42760,23,0,1,0
31025,35,1,0,0
86163,59,0,0,0
4221,4,0,0,0
46135,39,1,1,0
57213,31,1,0,0
86834,23,1,1,0
89470,4,0,0,0
84688,45,0,0,0
54667,70,0,1,0
17673,51,0,0,0
45464,3,0,1,0
42378,68,0,0,0
656,12,0,1,0
38172,69,0,1,0
16733,4,0,0,0
66648,52,0,1,0
60704,29,1,1,0
8597,27,1,1,0
33108,83,0,1,0
61929,44,1,0,0
28206,83,1,0,0
26965,19,1,1,0
6071,14,1,0,0
33327,55,0,0,1
52568,82,1,1,0
44836,88,0,1,0
68590,82,0,1,0
9502,22,1,1,1
67457,57,1,1,0
34213,52,0,0,0
35493,100,1,1,0
34750,1,0,1,0
27265,20,0,0,0
20795,60,0,0,0
94471,79,1,1,0
98923,33,0,1,0
3418,30,1,0,0
58529,80,0,1,0
33793,42,1,0,0
63427,83,0,0,0
84322,11,1,0,1
1121,80,1,1,0
60072,81,1,1,0
91711,48,1,0,0
41007,67,1,1,0
4385,56,1,1,0
37340,7,0,1,0
53722,96,1,1,0
46917,88,0,1,0
95157,86,0,1,0
40080,82,0,0,0
55115,82,1,1,0
40508,63,1,0,0
74954,8,0,0,0
71192,89,0,1,1
54310,34,1,0,0
86619,7,0,0,0
16336,11,0,1,0
52353,81,1,0,0
92373,74,0,1,0
77561,79,0,0,0
73553,37,1,0,0
86437,71,1,0,0
79814,98,0,0,0
4768,66,0,1,0
33717,8,1,0,1
69352,63,1,1,0
30871,66,1,1,0
31141,3,0,1,0
35941,97,0,0,0
40259,25,0,0,1
64869,22,1,0,0
30136,99,0,1,1
49818,69,0,0,0
92090,9,0,0,0
43609,55,0,0,0
87826,45,1,0,0
90177,32,1,0,0
66070,10,1,1,0
89974,43,1,1,0
47143,63,1,1,0
40469,8,1,0,0
19793,56,1,1,0
16852,7,1,0,0
15897,76,0,1,0
38430,51,0,1,0
31459,27,1,1,1
57229,26,1,0,0
18349,47,1,1,0
30588,73,1,0,0
97124,79,1,1,1
63397,17,1,1,0
48345,41,1,0,0
21865,79,0,1,1
63860,95,1,0,0
87908,20,1,0,0
70936,21,0,0,0
59144,36,1,1,0
13397,41,1,1,0
2743,20,0,0,0
16146,9,0,1,0
77454,81,1,0,1
87864,77,0,0,0
7490,3,1,0,0
34800,84,1,1,0
6686,73,0,0,0
40214,17,0,1,0
38745,48,1,0,0
43845,57,0,0,0
40200,69,1,1,0
65583,59,0,0,0
25362,71,0,1,0
43402,7,1,0,0
58492,87,1,1,1
32267,36,1,1,0
64518,61,0,1,0
95490,46,0,0,1
42981,73,0,0,1
73782,66,0,0,0
72772,26,0,1,0
18834,34,0,1,1
93918,80,1,1,0
64253,31,1,0,0
37008,75,1,1,0
70607,28,0,1,0
23324,44,0,1,0
42051,65,1,0,0
36321,73,1,0,0
27488,36,0,1,0
23336,23,0,1,0
92591,73,0,1,0
68985,80,0,0,0
95293,43,0,0,0
92787,29,1,1,0
43729,78,1,1,0
43524,28,0,0,0
95771,92,1,1,0
92963,91,0,1,0
65427,81,0,0,0
76690,99,1,1,0
22121,31,1,0,0
80837,70,1,0,0
76357,97,1,0,0
12558,40,1,1,0
12492,58,1,1,0
62064,42,0,0,0
57044,93,0,0,0
41048,31,0,0,0
79132,3,0,1,0
39298,40,0,1,0
17389,30,1,0,0
54200,43,0,0,0
84824,20,0,0,0
59747,13,1,1,0
54421,60,1,1,0
42688,79,1,0,0
42715,55,0,1,0
75057,63,1,1,0
72433,18,1,1,0
63341,85,0,0,1
55176,18,1,1,0
79435,42,1,0,0
59308,24,1,1,0
62117,3,0,0,0
21106,86,1,1,0
84563,66,1,0,0
12430,4,1,1,0
23228,97,0,1,0
36119,46,1,0,0
1853,29,0,0,0
90836,40,0,0,0
92130,88,1,0,0
68731,41,1,1,0
49953,38,1,1,1
32204,3,0,1,0
71848,61,0,0,1
9758,4,0,0,0
24180,93,1,0,0
59608,32,1,0,0
54980,15,0,0,0
43891,23,0,1,0
5658,97,1,0,0
49835,55,0,0,0
14375,85,0,1,0
80329,74,0,1,0
16951,60,0,0,1
89008,72,1,1,0
94254,35,1,1,0
39405,44,0,1,0
25681,15,1,0,0
65931,84,0,0,0
51703,83,0,1,0
40777,53,1,0,0
78115,14,0,0,1
87669,11,1,0,0
68565,21,0,1,0
16809,36,0,0,0
30872,19,0,0,0
98462,38,0,1,0
63724,16,1,1,1
42168,80,1,0,0
63720,59,0,1,0
36563,4,0,0,0
19782,92,1,0,0
36555,55,1,0,0
47601,69,0,1,0
21459,10,0,1,0
87637,76,1,0,0
35249,20,0,1,0
15967,89,1,0,0
85134,1,0,0,0
41494,34,0,1,0
65205,19,1,0,0
62094,92,0,0,0
39348,65,1,1,0
10638,33,0,0,0
55660,26,1,1,0
74477,27,1,1,0
77260,50,1,1,0
2535,17,0,0,0
371,96,1,0,0
69443,30,0,1,0
36436,63,0,1,0
12920,83,0,1,0
71241,83,0,1,0
76485,9,1,0,0
11844,55,0,0,0
42167,80,1,0,0
75556,38,0,1,0
15880,26,0,0,1
15555,8,1,1,0
31301,91,1,1,1
34075,28,1,1,0
93363,88,1,0,0
11898,10,0,0,0
90626,10,0,0,1
32121,17,1,1,0
65670,44,1,0,0
32250,94,0,1,0
31042,48,1,1,0
60653,78,1,0,0
51528,11,0,0,0
33676,29,1,0,0
60443,37,0,0,0
58165,2,1,0,0
22854,89,1,0,0
46790,18,0,0,0
67233,84,0,0,1
69205,18,1,1,0
24686,58,1,1,0
39108,67,1,0,0
62239,96,0,0,1
90859,65,1,0,0
28436,90,0,1,0
51442,99,0,0,0
81021,42,0,1,0
210,83,0,1,0
14044,43,0,1,0
15186,73,0,0,0
16006,26,1,1,0
90929,93,0,0,0
27592,24,0,1,0
77936,54,1,0,0
56555,78,1,1,0
15731,37,1,1,0
63875,14,1,1,0
34210,3,0,1,0
50396,19,0,1,0
8537,49,1,0,0
10841,19,1,0,0
96228,15,1,1,0
23770,52,0,0,0
78293,39,0,0,0
12012,83,0,0,0
49608,10,0,1,0
27842,59,1,1,0
67699,27,1,0,0
67053,33,0,0,0
77081,54,0,1,1
51796,35,1,1,0
18106,9,0,1,0
82517,97,1,0,0
30513,86,0,1,0
70596,75,1,0,0
73878,70,1,1,1
54872,91,0,1,0
16131,67,1,1,0
10048,34,0,0,0
38305,47,0,0,0
24905,49,0,0,0
10197,16,1,0,0
54993,70,1,0,0
23888,24,0,1,0
53454,89,1,1,0
58567,29,1,1,0
37567,62,0,1,0
76347,13,0,1,0
14859,17,1,1,1
72161,94,0,0,0
8214,1,1,1,1
61455,69,1,0,0
13929,77,0,1,0
61350,92,1,0,0
20348,75,0,0,1
95828,62,1,0,0
17857,24,1,0,0
97284,24,1,1,0
1453,5,1,1,0
29589,76,1,1,0
33131,95,1,1,0
35828,3,0,0,0
78122,33,0,0,0
16727,60,0,1,0
84031,62,1,1,0
57203,18,0,0,1
45467,29,0,1,1
72797,80,0,0,0
39699,48,0,1,0
92508,88,0,0,0
93318,34,1,1,0
99362,81,1,0,0
70348,43,0,1,0
45620,63,1,1,0
30579,98,0,0,0
85104,37,1,0,0
66940,16,0,1,0
37868,80,0,1,0
86810,13,1,1,0
21284,63,0,0,0
25998,99,1,1,0
98267,15,0,0,1
19084,96,1,1,0
67247,94,0,1,0
67396,50,0,0,0
25680,11,1,0,0
53250,66,1,1,1
73224,74,0,0,0
46413,18,1,1,0
16490,62,1,1,0
88884,63,1,0,0
83905,70,0,1,0
88942,68,1,0,0
73479,78,0,1,0
93013,80,0,0,0
30104,88,0,0,0
29967,22,1,1,0
74218,74,1,0,0
75487,97,0,1,0
36475,53,0,1,0
58109,43,0,1,0
57916,24,0,0,0
33156,43,0,1,0
28825,72,1,0,0
10697,95,0,0,0
5239,52,1,0,0
17791,63,0,1,0
21669,65,0,0,0
69348,44,0,0,0
71481,35,0,1,0
58949,36,0,0,0
16279,95,1,1,0
69901,28,1,0,0
2588,69,1,0,0
10250,1,0,0,0
45737,37,1,1,0
34764,80,0,1,0
76489,27,0,1,0
11401,10,0,1,0
68028,81,1,1,1
16960,28,1,0,1
36842,36,0,0,0
50556,34,1,0,0
99278,84,1,0,0
57072,37,1,1,0
46944,2,1,1,0
59643,83,1,1,0
24213,93,1,1,0
69323,51,0,1,0
89872,2,1,1,1
57689,56,1,1,0
3372,90,1,0,0
84267,81,1,0,0
60589,44,1,0,0
53359,47,0,0,0
52526,28,1,1,0
90505,4,0,1,0
9367,73,1,1,0
93638,62,1,1,1
6791,33,0,0,0
35962,41,0,1,0
24237,21,1,1,0
86916,85,1,0,0
48757,51,0,0,0
74054,20,0,0,0
48678,57,1,1,0
26976,7,0,1,0
82372,2,1,0,0
8698,83,1,1,0
46367,84,1,0,1
98767,80,1,0,0
6373,88,1,0,0
15307,66,0,1,1
27728,52,1,1,0
96455,63,0,0,0
63010,83,1,0,0
35226,94,1,0,0
79092,78,1,1,0
31539,11,0,1,0
12279,75,1,0,0
66049,6,0,0,0
79133,84,1,1,0
89084,9,1,0,1
45066,62,0,0,0
71787,16,1,0,0
90841,15,1,0,0
93288,73,1,0,0
12386,5,1,1,0
6501,39,1,1,0
31244,34,1,0,0
46976,91,1,0,0
92688,41,0,0,0
7515,11,0,0,0
8403,47,0,1,1
4771,8,1,1,0
9035,2,1,0,0
62027,62,1,1,0
96459,49,1,1,0
80947,48,1,1,0
28309,36,0,1,0
45692,77,0,0,0
10118,28,1,1,0
53818,44,0,0,0
7587,22,0,1,0
37164,38,1,0,0
83750,60,0,0,0
17863,33,1,1,1
37041,42,1,1,0
31464,21,1,0,0
4840,32,0,1,0
36219,88,1,1,0
74235,19,0,0,0
39022,29,0,0,0
7259,39,1,1,0
55529,84,1,1,0
1405,69,0,1,0
20685,86,0,1,0
80697,90,0,0,0
1256,9,1,0,1
35184,14,0,0,0
51539,69,0,0,1
76671,76,1,1,0
82140,10,0,0,0
28354,15,0,1,0
64539,68,0,0,0
94030,26,0,0,0
65479,35,0,1,1
17705,94,1,0,0
52655,6,0,0,0
28555,40,1,1,0
50418,64,0,0,1
17368,37,1,1,0
48032,45,0,1,1
57133,5,1,1,0
39897,34,1,1,0
39210,70,0,0,0
95875,14,1,1,0
18874,54,1,1,0
42002,85,0,1,0
66331,24,0,0,0
6031,6,0,0,1
12066,41,0,0,0
84722,51,1,1,0
93906,91,0,1,0
78835,84,0,0,0
98262,14,0,0,0
83635,23,0,1,0
52871,14,0,0,0
89455,32,1,1,0
8677,61,0,1,1
2599,85,1,0,0
43084,27,1,0,0
76699,89,1,0,0
20714,83,1,1,0
66327,52,0,0,0
57352,32,1,0,0
99291,40,0,0,0
73950,70,0,0,0
10727,46,0,0,0
3239,28,0,0,0
75853,63,1,0,0
74832,69,1,1,0
57886,47,1,1,0
84254,95,1,1,0
84483,85,1,0,1
85238,4,0,1,1
5892,83,1,1,0
82275,59,0,0,0
43247,9,0,0,0
65779,80,0,1,0
67671,23,0,0,1
48189,84,0,0,0
37876,6,1,0,0
34910,4,1,1,0
97760,82,0,0,0
52132,65,0,0,0
51497,36,1,0,0
46658,60,0,1,0
42900,80,1,1,0
33126,87,1,0,0
74623,99,1,0,0
35585,65,0,0,0
16631,95,0,0,0
32688,18,1,1,0
8497,57,1,0,0
62872,56,0,1,0
61217,65,1,1,1
74290,8,1,0,0
68609,74,1,0,0
58725,5,0,1,0
48926,57,1,0,0
460,14,0,0,0
54020,64,1,0,0
42578,23,1,1,0
1260,25,1,1,0
63304,81,1,0,0
61869,3,0,0,0
49033,92,0,1,0
23843,87,0,1,0
3033,74,1,0,1
42259,22,1,0,0
40869,81,0,1,0
22298,99,0,1,0
82736,81,0,0,0
22212,74,1,1,0
77032,68,1,0,0
46536,58,0,0,0
26614,60,1,1,0
62711,29,0,0,0
33099,86,1,1,0
36468,65,0,0,0
95098,4,0,0,0
92563,22,1,0,0
95568,56,0,1,0
86472,72,0,1,0
48367,10,0,0,0
45681,91,1,0,0
55616,62,0,1,0
89500,57,0,1,0
44961,50,0,0,0
62532,52,1,0,0
87810,76,1,0,0
2122,67,1,0,1
44159,76,0,0,0
75985,67,1,0,0
74325,58,1,1,0
50093,52,0,1,0
14830,1,1,0,0
38273,26,0,1,0
20453,4,1,1,0
82311,98,0,0,0
49312,39,1,0,0
68362,57,0,0,1
80995,50,0,1,0
50793,21,0,1,0
74880,53,1,0,0
51785,81,1,1,0
48805,81,0,0,0
97772,27,1,1,0
19382,30,1,1,0
2248,77,0,0,0
68365,82,0,0,0
22461,70,0,1,0
20614,87,1,1,0
85233,33,1,1,0
70630,99,1,1,1
81019,99,1,0,0
67870,24,1,1,0
54780,3,0,1,0
37473,63,1,0,0
1737,92,1,0,0
54043,46,1,0,0
24303,96,0,1,0
54090,36,1,1,1
36804,12,0,0,0
7499,11,0,1,0
9210,42,0,1,0
51383,34,1,1,0
17889,84,1,0,0
64932,42,0,0,0
43759,35,1,1,0
40351,21,0,0,1
22136,72,0,0,0
26162,61,0,1,0
